Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date,Daily Average
Sistema,Sistema,49.6082,45.9082,40.1082,45.9082,49.6082,50.1372,50.1372,50.6082,64.6082,64.6082,64.6082,64.6082,64.6082,50.6082,64.6082,64.6082,64.6082,64.6082,74.6082,66.6082,66.6082,64.6082,50.1372,50.1372,9/5/2001,57.78386667
Sistema,Sistema,49.6082,40.1082,40.1082,40.1082,49.6082,50.8462,66.6082,66.6082,66.6082,66.6082,66.6082,67.6082,66.6082,55.6082,55.6082,66.6082,66.6082,66.6082,67.6082,74.6082,66.6082,55.6082,50.8462,49.6082,9/6/2001,58.89886667
Sistema,Sistema,35.6082,35.6082,35.6082,35.6082,35.6082,36.6082,45.8142,45.8142,45.8142,45.8142,45.8142,45.8142,45.8142,45.8142,45.8142,45.8142,45.8142,45.8142,67.6082,67.6082,49.6082,49.6082,45.8142,35.6082,9/7/2001,45.01145
Sistema,Sistema,35.6652,35.6652,35.6652,35.6652,35.6652,35.6652,35.6652,35.6652,38.6082,38.6082,49.6082,49.6082,49.6082,38.6082,35.6652,35.6652,35.6652,38.6082,67.6082,70.6082,67.6082,49.6082,37.6082,35.6652,9/8/2001,42.67836667
Sistema,Sistema,35.6082,35.6082,35.6082,35.6082,35.6082,35.6082,35.6082,35.6082,35.6652,35.6652,35.6652,35.6652,35.6652,35.6652,35.6652,35.6082,35.6082,35.6652,49.5082,49.5082,49.5082,37.6082,35.6652,35.6082,9/9/2001,37.45040833
Sistema,Sistema,32.9572,32.9572,32.9572,32.9572,32.9572,34.6082,37.6082,38.6082,40.1932,40.1932,52.6082,60.6082,52.6082,52.6082,52.6082,52.6082,52.6082,60.6082,70.8592,70.8592,67.6082,60.6082,38.6082,34.6082,9/10/2001,47.33390833
Sistema,Sistema,33.1082,33.1082,33.1082,33.1082,33.1082,39.6082,39.6082,39.6082,57.6082,57.6082,57.6082,57.6082,57.6082,57.6082,57.6082,57.6082,57.6082,65.6082,74.6082,74.6082,69.6082,65.6082,39.6082,33.1082,9/11/2001,51.06653333
Sistema,Sistema,34.6082,34.6082,34.6082,34.6082,34.6082,38.6082,39.6082,39.6082,39.8072,39.6082,39.8072,54.6082,39.8072,39.6082,39.6082,39.6082,39.8072,54.6082,57.6082,65.6082,57.6082,54.6082,38.6082,34.6082,9/12/2001,42.76636667
Sistema,Sistema,36.6082,36.6082,36.6082,36.6082,36.6082,36.6082,39.6082,39.6082,54.6082,39.8072,39.8072,54.6082,39.8072,39.6082,39.6082,39.6082,39.6082,54.6082,57.1082,57.1082,54.6082,39.8072,36.6082,36.6082,9/13/2001,42.5997
Sistema,Sistema,36.6082,36.6082,35.6082,35.6082,36.6082,36.6082,39.6082,39.6082,39.8072,39.6082,39.8072,45.6082,39.6082,39.6082,39.6082,39.6082,39.6082,39.8072,57.1082,57.1082,45.6082,39.8072,36.6082,36.6082,9/14/2001,40.51636667
Sistema,Sistema,36.6082,36.6082,36.6082,36.6082,36.6082,36.6082,36.6082,36.7082,36.7082,36.7082,36.7082,36.7082,36.7082,36.7082,36.7082,36.7082,36.7082,36.7082,39.6082,57.1082,39.6082,37.6082,36.7082,36.6082,9/15/2001,37.80403333
Sistema,Sistema,36.5082,36.5082,36.5082,36.5082,36.5082,36.5082,36.5082,36.5082,36.6082,36.6082,36.6082,36.6082,36.6082,36.6082,36.6082,36.5082,36.5082,36.6082,39.6082,45.6082,45.6082,39.6082,36.6082,36.5082,9/16/2001,37.56236667
Sistema,Sistema,36.5082,36.5082,36.5082,36.5082,36.5082,36.6082,36.6082,36.6082,36.6082,36.6082,37.6082,45.6082,36.6082,36.6082,36.6082,36.6082,36.6082,36.6082,74.6082,74.6082,56.6082,45.6082,36.6082,36.5082,9/17/2001,41.37486667
Sistema,Sistema,35.7082,35.7082,35.7082,35.7082,35.7082,37.6082,45.5082,45.6082,45.6082,47.6082,47.6082,47.6082,45.6082,45.6082,45.6082,45.6082,47.6082,55.6082,74.6082,74.6082,56.6082,47.6082,37.6082,35.7082,9/18/2001,46.1707
Sistema,Sistema,35.7082,35.6082,35.6082,35.6082,35.7082,36.6082,42.6082,42.6082,45.5082,45.5082,45.5082,45.5082,45.5082,42.6082,42.6082,42.6082,45.5082,45.5082,70.6082,74.6082,45.6082,45.5082,36.6082,35.7082,9/19/2001,43.96236667
Sistema,Sistema,42.2872,42.2872,42.2872,42.2872,42.2872,44.6082,45.6082,45.6082,45.6082,49.6082,49.6082,49.6082,49.6082,45.6082,49.6082,49.6082,49.6082,49.6082,65.6082,65.6082,60.6082,49.6082,45.6082,42.2872,9/20/2001,48.52795
Sistema,Sistema,45.6082,44.6082,44.6082,44.6082,45.6082,49.1772,49.1772,49.1772,49.1772,49.6082,49.6082,49.6082,49.6082,49.1772,49.1772,49.1772,49.1772,49.6082,67.6082,67.6082,49.6082,49.6082,49.1772,49.1772,9/21/2001,49.97028333
Sistema,Sistema,38.6082,38.6082,38.6082,37.6082,38.6082,38.6082,38.6082,38.6082,48.5082,48.5082,48.5082,48.5082,48.5082,48.5082,38.6082,38.6082,38.6082,48.5082,67.6082,67.6082,48.6082,48.5082,38.6082,38.6082,9/22/2001,44.69986667
Sistema,Sistema,38.1082,38.1082,38.1082,38.1082,38.1082,38.1082,38.1082,38.1082,38.1082,38.1082,38.1082,40.6082,40.6082,40.6082,38.1082,38.1082,38.1082,38.1082,48.6082,48.6082,48.6082,46.6082,40.6082,38.1082,9/23/2001,40.19153333
Sistema,Sistema,38.0672,38.0672,38.0672,38.0672,38.0672,38.1082,38.1082,38.1082,48.1082,48.6082,48.6082,48.6082,48.6082,48.1082,48.1082,48.1082,48.6082,48.6082,69.6082,70.1082,69.6082,48.6082,38.1082,38.1082,9/24/2001,46.78715833
Sistema,Sistema,37.9082,37.6082,37.6082,37.6082,37.9082,38.0582,48.1082,45.6082,48.1082,48.1082,48.6082,48.6082,48.1082,48.1082,48.1082,48.1082,48.1082,48.1082,70.1082,70.1082,52.6082,48.6082,45.6082,38.0582,9/25/2001,46.9832
Sistema,Sistema,37.0972,37.0972,37.0972,37.0972,37.0972,45.6082,45.6082,45.6082,48.1082,37.0972,45.6082,45.6082,37.0972,37.0972,37.0972,39.6082,48.1082,48.1082,55.6082,55.6082,48.6082,48.1082,45.6082,37.0972,9/26/2001,43.18695
Sistema,Sistema,39.1082,39.1082,39.1082,36.5082,39.1082,45.2082,48.1082,45.2082,48.1082,48.1082,48.1082,48.6082,48.1082,48.1082,48.1082,48.1082,48.1082,48.6082,54.6082,54.6082,48.6082,48.1082,45.2082,39.1082,9/27/2001,45.99153333
Sistema,Sistema,39.1082,39.1082,39.1082,39.1082,39.1082,40.6082,40.6082,40.6082,40.6082,40.6082,40.6082,45.2082,40.6082,40.6082,40.6082,40.6082,40.6082,45.2082,49.6082,49.6082,48.6082,45.2082,40.6082,39.1082,9/28/2001,41.89153333
Sistema,Sistema,38.9082,38.9082,38.9082,38.9082,38.9082,38.9082,38.9082,40.6082,40.6082,40.6082,40.6082,40.6082,40.6082,40.6082,40.6082,40.6082,40.6082,40.6082,48.6082,48.6082,48.6082,40.6082,40.6082,38.9082,9/29/2001,41.04153333
Sistema,Sistema,40.1082,40.1082,40.1082,40.1082,39.6082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,40.1082,46.6082,48.6082,46.6082,40.6082,40.1082,40.1082,9/30/2001,41.00403333
Sistema,Sistema,36.74736,36.74736,36.74736,36.74736,37.34736,39.29736,39.29736,39.29736,39.29736,39.29736,44.34736,44.34736,44.34736,39.29736,39.29736,39.29736,39.29736,44.34736,47.34736,47.34736,46.34736,44.34736,39.29736,39.29736,10/1/2001,40.80777667
Sistema,Sistema,37.34736,37.34736,37.34736,37.34736,39.34736,45.44736,45.44736,45.44736,45.44736,45.44736,45.44736,46.34736,45.44736,45.44736,45.44736,45.44736,45.44736,45.44736,68.84736,68.84736,47.34736,46.34736,45.44736,44.24736,10/2/2001,45.89736
Sistema,Sistema,39.49736,39.49736,39.49736,39.49736,39.49736,39.49736,40.84736,40.84736,44.34736,44.34736,45.34736,46.24736,44.34736,44.34736,44.34736,44.34736,44.34736,45.34736,47.34736,81.03836,68.84736,47.34736,44.34736,40.84736,10/3/2001,45.659485
Sistema,Sistema,40.34736,40.34736,40.34736,40.34736,40.34736,44.34736,47.34736,47.34736,47.34736,49.34736,49.34736,49.34736,49.34736,47.34736,47.34736,47.34736,47.34736,49.34736,88.71536,80.84736,68.84736,49.34736,47.34736,40.34736,10/4/2001,49.98769333
Sistema,Sistema,37.34736,37.34736,37.34736,37.34736,37.34736,47.24736,47.34736,47.34736,51.94036,47.34736,51.94036,51.94036,51.94036,51.94036,51.94036,51.94036,51.94036,51.94036,68.84736,68.84736,54.34736,51.94036,47.34736,47.24736,10/5/2001,49.25277667
Sistema,Sistema,40.34736,40.34736,37.34736,40.34736,40.34736,40.34736,40.84736,47.31736,47.31736,47.34736,47.34736,47.34736,47.34736,47.31736,47.31736,47.31736,47.31736,47.31736,54.34736,54.34736,52.34736,47.34736,47.31736,40.34736,10/6/2001,45.69152667
Sistema,Sistema,47.34736,38.84736,38.84736,38.84736,38.84736,38.84736,38.84736,47.34736,47.34736,47.34736,47.34736,47.34736,49.34736,47.34736,47.34736,47.34736,47.34736,49.34736,54.24736,54.24736,54.24736,49.64336,49.34736,47.34736,10/7/2001,46.43052667
Sistema,Sistema,37.34736,37.34736,37.34736,37.34736,37.34736,44.26836,44.26836,44.26836,49.34736,49.34736,49.34736,51.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,68.84736,68.84736,65.34736,51.34736,44.26836,41.34736,10/8/2001,48.12586
Sistema,Sistema,38.34736,38.34736,38.34736,38.34736,38.34736,40.26736,47.34736,47.34736,48.90736,47.34736,48.90736,48.90736,47.34736,47.34736,47.34736,47.34736,47.34736,47.34736,65.33636,65.33636,48.90736,47.34736,40.26736,38.34736,10/9/2001,46.26644333
Sistema,Sistema,39.24736,39.24736,39.24736,39.24736,39.24736,39.83736,39.83736,47.34736,47.34736,47.34736,47.34736,47.34736,39.83736,47.34736,47.34736,47.34736,47.34736,48.90736,61.34736,61.34736,61.34736,48.90736,39.83736,39.83736,10/10/2001,45.97527667
Sistema,Sistema,38.34736,38.34736,38.34736,38.34736,43.44736,43.44736,46.34736,46.34736,46.34736,47.34736,47.34736,47.54736,47.34736,46.34736,46.34736,46.34736,46.34736,47.34736,63.12736,63.12736,55.34736,47.34736,43.44736,43.44736,10/11/2001,46.56236
Sistema,Sistema,40.34736,40.34736,40.34736,40.34736,40.34736,40.34736,47.34736,47.34736,51.34736,51.34736,51.34736,51.34736,51.34736,47.34736,47.34736,47.34736,47.34736,51.34736,61.34736,61.34736,60.05636,55.24736,47.34736,40.34736,10/12/2001,48.33106833
Sistema,Sistema,47.34736,39.34736,39.34736,39.34736,39.34736,47.34736,47.34736,52.34736,52.34736,52.34736,52.34736,52.34736,52.34736,52.34736,50.05636,50.05636,50.05636,52.34736,55.24736,55.24736,55.24736,52.34736,50.05636,47.34736,10/13/2001,49.32802667
Sistema,Sistema,39.24736,38.34736,38.34736,38.34736,38.34736,38.34736,38.34736,38.34736,45.05636,45.05636,45.05636,47.34736,47.34736,45.05636,39.24736,38.34736,38.34736,47.34736,56.34736,56.34736,56.34736,55.34736,45.05636,38.34736,10/14/2001,43.90340167
Sistema,Sistema,39.34736,39.34736,39.34736,39.34736,39.34736,39.34736,39.34736,39.34736,45.05636,45.05636,47.34736,47.34736,47.34736,45.05636,41.34736,41.34736,41.34736,47.34736,62.34736,62.34736,56.34736,56.34736,45.05636,39.34736,10/15/2001,45.21552667
Sistema,Sistema,43.34736,39.34736,39.34736,39.34736,43.34736,43.34736,47.34736,47.34736,54.34736,54.34736,54.34736,54.34736,51.34736,47.34736,47.34736,47.34736,51.34736,54.34736,63.34736,63.34736,55.34736,54.34736,45.05636,43.34736,10/16/2001,49.335235
Sistema,Sistema,44.84736,39.34736,39.34736,39.34736,44.84736,44.84736,47.34736,47.34736,56.34736,56.34736,56.34736,56.34736,56.34736,51.34736,51.34736,51.34736,56.34736,56.34736,64.33636,64.33636,56.34736,56.34736,45.05636,44.84736,10/17/2001,51.125985
Sistema,Sistema,36.35736,36.35736,36.35736,36.35736,36.35736,44.34736,45.04736,45.04736,45.04736,45.04736,45.04736,45.04736,45.04736,45.04736,45.04736,45.04736,45.04736,45.05636,61.24736,61.24736,56.34736,45.04736,44.34736,37.34736,10/18/2001,44.678985
Sistema,Sistema,40.34736,39.34736,36.44736,36.44736,40.34736,41.34736,43.34736,43.34736,43.34736,43.34736,45.05636,55.34736,45.05636,43.34736,43.34736,43.34736,43.34736,55.34736,59.57236,59.57236,59.57236,45.05636,43.34736,40.34736,10/19/2001,45.38911
Sistema,Sistema,39.34736,39.34736,39.34736,39.34736,39.34736,40.34736,40.34736,40.34736,45.05636,55.34736,59.24736,59.24736,59.24736,55.34736,45.05636,40.34736,40.34736,45.05636,59.57236,59.57236,59.57236,59.24736,40.34736,40.34736,10/20/2001,47.53077667
Sistema,Sistema,37.34736,37.34736,37.34736,37.34736,37.34736,37.34736,37.34736,37.34736,39.34736,46.34736,46.34736,46.34736,46.34736,55.34736,46.34736,46.34736,46.34736,55.34736,59.57236,59.57236,59.57236,59.57236,46.34736,39.34736,10/21/2001,45.71819333
Sistema,Sistema,50.34736,36.84736,36.84736,36.44736,36.84736,50.34736,51.34736,51.34736,61.34736,61.34736,61.34736,61.34736,61.34736,61.34736,61.34736,61.34736,61.34736,61.34736,67.44636,64.34736,61.34736,61.34736,51.34736,50.34736,10/22/2001,55.001485
Sistema,Sistema,45.05636,45.05636,45.05636,45.05636,50.44736,50.44736,53.34736,53.34736,55.34736,55.34736,57.34736,57.34736,57.34736,57.34736,57.34736,55.34736,57.34736,57.34736,61.34736,61.34736,60.84736,57.34736,50.44736,50.44736,10/23/2001,54.04469333
Sistema,Sistema,35.84736,35.84736,35.84736,35.84736,44.34736,49.34736,50.34736,50.34736,57.34736,57.34736,57.34736,57.34736,57.34736,57.34736,57.34736,57.34736,57.34736,57.34736,61.34736,61.34736,60.84736,57.34736,49.34736,44.34736,10/24/2001,51.90986
Sistema,Sistema,29.34736,29.34736,29.34736,29.34736,29.34736,34.34736,34.34736,34.34736,34.34736,35.29736,49.34736,49.34736,35.29736,34.34736,34.34736,34.34736,34.34736,35.29736,57.34736,57.34736,57.34736,35.29736,34.34736,30.34736,10/25/2001,37.42236
Sistema,Sistema,27.34736,27.34736,27.34736,27.34736,27.34736,30.34736,46.34736,46.34736,46.34736,46.34736,46.34736,52.34736,46.34736,46.34736,46.34736,46.34736,46.34736,52.34736,57.34736,57.34736,57.34736,46.34736,46.34736,27.34736,10/26/2001,42.80569333
Sistema,Sistema,36.34736,27.34736,27.34736,27.34736,27.34736,36.34736,36.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,61.04736,61.04736,60.84736,49.34736,49.34736,36.34736,10/27/2001,44.96819333
Sistema,Sistema,30.34736,30.34736,30.34736,30.34736,30.34736,30.34736,30.34736,30.34736,36.34736,36.34736,36.34736,36.34736,36.34736,36.34736,36.34736,30.34736,30.34736,36.34736,60.84736,60.84736,60.84736,57.34736,36.34736,30.34736,10/28/2001,37.53486
Sistema,Sistema,25.54736,25.54736,25.54736,25.54736,30.34736,48.34736,48.34736,55.34736,63.34736,63.34736,63.34736,63.34736,63.34736,63.34736,63.34736,63.34736,63.34736,63.34736,64.34736,64.34736,63.84736,63.34736,55.34736,34.34736,10/29/2001,52.65152667
Sistema,Sistema,30.34736,25.54736,25.54736,25.54736,33.34736,39.34736,39.34736,39.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,49.34736,65.34736,65.34736,62.34736,49.34736,39.34736,33.34736,10/30/2001,44.45569333
Sistema,Sistema,32.34736,32.34736,32.34736,32.34736,32.34736,49.34736,54.34736,54.34736,54.34736,54.34736,54.34736,54.34736,54.34736,49.34736,49.34736,49.34736,49.34736,54.34736,66.34736,65.34736,54.34736,54.34736,49.34736,32.34736,10/31/2001,48.55569333
Sistema,Sistema,31.94213,31.94213,31.94213,31.94213,31.94213,46.94213,46.94213,46.94213,46.94213,46.94213,59.94213,59.94213,52.94213,46.94213,52.94213,46.94213,59.94213,59.94213,65.94213,65.94213,64.94213,59.94213,46.94213,38.94213,11/1/2001,49.02546333
Sistema,Sistema,37.94213,37.94213,37.94213,37.94213,37.94213,43.94213,51.94213,51.94213,51.94213,51.94213,51.94213,51.94213,51.94213,51.94213,51.94213,51.94213,51.94213,51.94213,65.94213,65.94213,51.94213,51.94213,43.94213,43.94213,11/2/2001,49.19213
Sistema,Sistema,25.04213,24.99213,24.99213,24.99213,24.99213,25.04213,25.14213,31.94213,46.94213,46.94213,46.94213,46.94213,46.94213,46.94213,46.94213,31.94213,46.94213,46.94213,56.94213,56.94213,52.44213,52.44213,31.94213,25.04213,11/3/2001,39.05463
Sistema,Sistema,24.98013,24.98013,24.98013,24.97913,24.97913,24.98013,24.98013,24.98013,24.98113,24.98113,24.98113,24.98113,43.94213,43.94213,24.98113,24.98013,24.98013,43.94213,61.94213,61.94213,47.94213,47.94213,43.94213,24.98013,11/4/2001,33.134255
Sistema,Sistema,24.97913,24.97913,24.97913,24.97813,24.97913,24.97913,24.97913,38.84213,38.84213,38.84213,38.84213,41.94213,41.94213,38.84213,38.84213,38.84213,38.84213,38.84213,65.94213,65.94213,47.94213,41.94213,38.84213,25.04213,11/5/2001,37.24871333
Sistema,Sistema,31.94213,24.97913,24.97913,24.97913,31.94213,38.94213,38.94213,38.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,56.94213,56.94213,43.94213,43.94213,43.94213,38.94213,11/6/2001,40.821755
Sistema,Sistema,31.94213,31.94213,31.94213,31.94213,31.94213,38.94213,40.44213,40.44213,55.84213,55.84213,55.84213,55.84213,55.84213,40.44213,40.44213,40.44213,55.84213,55.84213,68.39213,66.94213,55.84213,55.84213,38.94213,31.94213,11/7/2001,46.23588
Sistema,Sistema,24.97913,24.97813,24.97813,24.97813,24.97913,38.94213,42.04213,42.04213,42.04213,65.94213,65.94213,65.94213,42.04213,42.04213,42.04213,42.04213,42.04213,65.94213,70.86613,66.94213,65.94213,42.04213,38.94213,24.97913,11/8/2001,44.73558833
Sistema,Sistema,24.97913,24.97913,24.97913,24.97913,24.97913,36.94213,35.84213,35.84213,36.94213,36.94213,36.94213,36.94213,36.94213,36.94213,36.94213,35.84213,35.84213,36.94213,51.94213,40.94213,36.94213,36.94213,36.94213,24.97913,11/9/2001,34.55971333
Sistema,Sistema,33.44213,33.44213,33.44213,33.44213,33.44213,33.94213,33.94213,51.94213,52.94213,52.94213,52.94213,52.94213,52.94213,51.94213,51.94213,51.94213,51.94213,52.94213,66.94213,52.94213,52.94213,52.94213,51.94213,33.94213,11/10/2001,46.83796333
Sistema,Sistema,27.32813,27.32813,27.32813,27.32813,27.32813,27.32813,27.32813,31.94213,31.94213,51.94213,51.94213,51.94213,31.94213,31.94213,31.94213,31.94213,31.94213,51.94213,52.94213,52.94213,51.94213,51.94213,51.94213,31.94213,11/11/2001,38.17971333
Sistema,Sistema,38.34213,38.34213,38.34213,38.34213,38.34213,38.34213,38.34213,38.34213,38.34213,38.34213,51.94213,51.94213,51.94213,51.94213,38.34213,38.34213,38.34213,51.94213,52.94213,52.94213,52.94213,51.94213,38.34213,38.34213,11/12/2001,43.56713
Sistema,Sistema,27.32813,27.32813,27.32813,27.32813,27.32813,34.44213,34.44213,34.94213,36.64213,48.94213,48.94213,48.94213,48.94213,36.64213,36.64213,36.64213,48.94213,48.94213,53.94213,53.94213,48.94213,48.94213,34.44213,32.94213,11/13/2001,39.74338
Sistema,Sistema,27.32813,27.32813,27.32813,27.32713,27.32813,32.94213,42.94213,42.94213,42.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,66.94213,47.94213,43.94213,43.94213,42.94213,32.94213,11/14/2001,40.522505
Sistema,Sistema,27.32913,27.32913,27.32913,27.32913,27.34213,34.94213,38.84213,38.84213,38.84213,38.84213,38.94213,38.94213,38.84213,38.84213,38.84213,38.84213,38.84213,38.94213,51.94213,51.94213,40.94213,38.94213,38.84213,32.44213,11/15/2001,37.21079667
Sistema,Sistema,27.32913,27.32913,27.32913,27.32913,27.34213,32.44213,32.94213,33.04213,36.94213,36.94213,48.94213,48.94213,36.94213,36.94213,36.94213,36.94213,36.94213,48.94213,49.94213,49.94213,48.94213,48.94213,33.04213,32.44213,11/16/2001,37.65663
Sistema,Sistema,27.94213,27.34213,27.34213,27.34213,27.34213,27.94213,27.94213,36.94213,47.94213,47.94213,47.94213,47.94213,47.94213,47.94213,36.94213,31.94213,31.94213,47.94213,48.94213,48.94213,48.94213,47.94213,36.94213,27.94213,11/17/2001,38.59213
Sistema,Sistema,28.79213,28.79213,27.32813,27.32813,27.32813,27.32813,28.79213,31.44213,35.93213,35.93213,36.94213,36.94213,36.94213,36.94213,31.44213,31.44213,31.44213,40.44213,47.94213,47.94213,47.94213,40.44213,36.94213,28.79213,11/18/2001,34.64729667
Sistema,Sistema,27.32813,27.32813,27.32813,27.32813,27.32813,39.94213,40.44213,40.44213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,43.94213,46.94213,46.94213,46.94213,43.94213,40.44213,31.44213,11/19/2001,39.73088
Sistema,Sistema,38.94213,38.94213,38.94213,38.94213,38.94213,40.34213,40.34213,40.44213,40.44213,40.44213,41.94213,41.94213,40.44213,40.44213,40.44213,40.44213,40.44213,43.94213,66.94213,43.94213,43.94213,41.94213,40.34213,40.34213,11/20/2001,41.84213
Sistema,Sistema,28.94213,28.94213,28.94213,28.94213,28.94213,35.89613,36.94213,36.94213,37.44213,37.44213,37.44213,37.44213,37.44213,36.94213,36.94213,36.94213,37.44213,38.94213,66.94213,41.94213,38.94213,37.44213,35.89613,29.94213,11/21/2001,36.66746333
Sistema,Sistema,29.04213,29.04213,28.94213,28.94213,29.04213,33.94213,34.26713,34.26713,34.26713,34.94213,34.94213,34.94213,34.94213,34.94213,34.94213,34.26713,34.94213,34.94213,66.94213,66.94213,35.43713,34.94213,34.26713,29.94213,11/22/2001,36.00129667
Sistema,Sistema,28.79213,28.79213,28.79213,28.79213,28.79213,31.94213,32.94213,32.94213,41.44213,41.44213,41.44213,41.44213,41.44213,38.94213,38.94213,38.94213,38.94213,41.44213,48.94213,48.94213,48.94213,41.44213,32.94213,31.94213,11/23/2001,37.47338
Sistema,Sistema,29.04213,28.79213,28.79213,28.79213,28.79213,29.04213,31.94213,36.94213,36.94213,36.94213,36.94213,38.94213,38.94213,36.94213,36.94213,36.94213,36.94213,36.94213,58.94213,58.94213,39.94213,38.94213,36.94213,28.79213,11/24/2001,36.58588
Sistema,Sistema,27.32913,27.32813,27.32813,27.32813,27.32813,27.32813,27.32813,27.32913,27.32913,28.79213,28.79213,28.79213,35.94213,28.79213,27.32913,27.32913,27.32913,35.94213,45.94213,45.94213,45.94213,39.94213,28.79213,27.32913,11/25/2001,31.20358833
Sistema,Sistema,27.32913,27.32913,27.32913,27.32913,27.32913,31.94213,33.94213,39.94213,45.94213,45.94213,45.94213,45.94213,45.94213,45.94213,45.94213,45.94213,45.94213,58.94213,66.94213,58.94213,58.94213,45.94213,38.94213,31.94213,11/26/2001,42.35608833
Sistema,Sistema,33.84213,33.84213,33.84213,33.84213,33.84213,36.94213,36.94213,36.94213,38.94213,38.94213,38.94213,38.94213,38.94213,38.94213,38.94213,38.94213,38.94213,38.94213,66.94213,66.94213,39.94213,38.94213,36.94213,33.84213,11/27/2001,39.70879667
Sistema,Sistema,27.34213,27.33013,27.33013,27.33013,27.34213,30.04213,30.04213,31.94213,31.94213,31.94213,31.94213,31.94213,31.94213,31.94213,31.94213,31.94213,31.94213,31.94213,40.94213,40.94213,31.94213,31.94213,30.04213,28.79213,11/28/2001,31.36354667
Sistema,Sistema,29.94213,29.94213,27.32813,27.32813,29.94213,30.94213,33.94213,34.04213,34.04213,34.04213,34.04213,38.94213,34.04213,34.04213,34.04213,34.04213,34.04213,38.94213,38.94213,38.94213,38.94213,38.94213,33.94213,30.20913,11/29/2001,33.89792167
Sistema,Sistema,27.32913,27.32913,27.32913,27.32913,27.32913,29.94213,29.94213,29.94213,29.94213,30.94213,30.94213,30.94213,30.94213,29.94213,29.94213,29.94213,29.94213,30.94213,38.94213,38.94213,38.94213,38.94213,29.94213,28.94213,11/30/2001,31.06442167
Sistema,Sistema,28.91037,28.91037,28.91037,28.91037,28.91037,28.91037,29.51737,30.11737,30.11737,30.51737,30.51737,30.51737,30.51737,30.11737,30.11737,29.51737,30.11737,30.11737,36.51737,36.51737,33.01737,30.51737,30.11737,29.51737,12/1/2001,30.47812
Sistema,Sistema,31.51737,31.51737,31.51737,29.94937,31.51737,31.51737,31.51737,31.51737,31.51737,31.51737,32.51737,32.51737,33.01737,33.01737,32.51737,32.51737,32.51737,33.01737,38.51737,38.51737,38.51737,38.51737,33.01737,31.51737,12/2/2001,33.07703667
Sistema,Sistema,31.51737,31.51737,31.51737,31.51737,31.51737,31.51737,31.51737,33.11737,33.11737,33.11737,33.11737,36.51737,33.11737,33.11737,33.11737,33.11737,33.11737,36.51737,39.51737,39.51737,39.51737,37.51737,33.11737,31.51737,12/3/2001,33.85070333
Sistema,Sistema,31.31737,31.31737,31.31737,31.31737,31.31737,31.51737,31.51737,33.01737,33.01737,33.01737,33.01737,33.01737,33.01737,33.01737,33.01737,33.01737,33.01737,33.01737,59.51737,59.51737,37.51737,33.01737,33.01737,31.51737,12/4/2001,34.87153667
Sistema,Sistema,31.01737,30.36737,30.36737,30.36737,31.01737,31.31737,31.41737,31.41737,31.41737,31.41737,31.41737,31.41737,31.41737,31.41737,31.41737,31.41737,31.41737,31.41737,37.51737,37.51737,36.51737,33.01737,31.41737,31.31737,12/5/2001,32.03195333
Sistema,Sistema,29.51737,29.21737,29.21737,29.21737,29.51737,29.51737,29.51737,31.01737,31.01737,31.01737,31.41737,31.41737,31.01737,31.01737,31.01737,31.01737,31.01737,31.41737,59.51737,59.51737,34.51737,31.41737,31.01737,29.51737,12/6/2001,33.06737
Sistema,Sistema,30.91737,30.91737,30.91737,30.01737,30.91737,30.91737,31.01737,31.71737,31.71737,31.71737,31.71737,34.51737,31.71737,31.71737,31.71737,31.71737,31.71737,31.71737,58.51737,58.51737,38.51737,38.51737,31.71737,31.01737,12/7/2001,34.33820333
Sistema,Sistema,32.01737,32.01737,30.81837,30.81837,30.81837,32.01737,32.01737,32.01737,32.01737,33.51737,33.51737,33.51737,33.51737,33.51737,33.51737,32.01737,32.01737,33.51737,39.51737,39.51737,34.51737,33.51737,33.51737,32.01737,12/8/2001,33.15916167
Sistema,Sistema,32.51837,32.51837,32.51837,32.51837,32.51837,32.51837,32.51837,32.51837,32.51837,32.51837,32.51837,36.51737,36.51737,32.51837,32.51837,32.51837,32.51837,36.51737,39.51737,42.51737,39.51737,38.51737,38.51737,32.51837,12/9/2001,34.51803667
